Name,Description,Material,Color,Current Price,Old Price,Discount,Piece,Best-seller
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Karandi,Orange,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Print Embroidered 0.75m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Karandi,Blue,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Karandi,Pink,PKR 2900,,,3Pc,FALSE
Shirt Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.75m/Khaddar Printed Dupatta 2.5m/,Karandi,Brown,PKR 2200,,,2Pc,FALSE
Shirt Dupatta,Front & Back Khaddar Printed 1.25m/Sleeve Khaddar Print Embroidered 0.75m/Khaddar Printed Dupatta 2.5m/,Karandi,Grey,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 0.75m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Karandi,Blue,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Karandi,Green,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Karandi,Yellow,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/Embroidered Patti/,Khaddar,Black,PKR 7500,,,3Pc,TRUE
Shirt Shalwar Dupatta,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 1.0m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Beige,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Pink,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Pink,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/Embroidered Patti/,Khaddar,Blue,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Red,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Blue,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Off-White,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Embroidered Shalwar 2.5m/,Khaddar,Brown,PKR 2500,,,2Pc,FALSE
Shirt Shalwar,Embroidered karandi Shirt 2.5m/Karandi Shalwar 2.0m/,Karandi,Maroon,PKR 2500,,,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Blue,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Embroidered Shalwar 2.5m/,Khaddar,Brown,PKR 2500,,,2Pc,FALSE
Shirt Shalwar,Embroidered karandi Shirt 2.5m/Karandi Shalwar 2.0m/,Karandi,Yellow,PKR 2500,,,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 7500,,,3Pc,FALSE
Shirt Shawl,Front Khaddar Print Embroidered 1.25m/Back & Sleeve Khaddar Printed 2.0m/Shawl 2.5m/,Khaddar,Brown,PKR 3200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Beige,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Orange,PKR 7500,,,3Pc,FALSE
Shirt Shawl,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Shawl 2.5m/,Khaddar,Green,PKR 3200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Green,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Brown,PKR 7500,,,3Pc,FALSE
Shirt Shawl,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Shawl 2.5m/,Khaddar,Red,PKR 3200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Green,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Grey,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 1.0m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Beige,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Pink,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Beige,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Pink,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Embroidered Shalwar 2.5m/,Khaddar,Purple,PKR 2500,,,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Brown,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Print Embroidered 1.0m/Embroidered Shalwar 2.5m/,Khaddar,Green,PKR 2500,,,2Pc,FALSE
Shirt Shalwar,Embroidered karandi Shirt 2.5m/Karandi Shalwar 2.0m/,Karandi,White,PKR 2500,,,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Grey,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Embroidered Shalwar 2.5m/,Khaddar,Blue,PKR 2500,,,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered karandi Shirt 3.25m/Cotton Square Dupatta 2.5m/Karandi Shalwar 2.5m/,Karandi,Green,PKR 3500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Yellow,PKR 7500,,,3Pc,FALSE
Shirt Shawl,Front Khaddar Print Embroidered 1.25m/Back & Sleeve Khaddar Printed 2.0m/Shawl 2.5m/,Khaddar,Blue,PKR 3200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Orange,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Purple,PKR 7500,,,3Pc,FALSE
Shirt Shawl,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Shawl 2.5m/,Khaddar,Grey,PKR 3200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Pink,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Khaddar Dyed Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Yellow,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Cambric Schiffli Embroidered Shirt 2.5m/Chiffon Printed Dupatta 2.5m/Shalwar 2.0m/,Schiffli,Green,PKR 6000,,,3Pc,FALSE
Shirt Shalwar,Front Khaddar Printed 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 0.5m/Shalwar 2.5m/,Khaddar,Purple,PKR 1400,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Printed 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 0.5m/Shalwar 2.5m/,Khaddar,Beige,PKR 1400,,,2Pc,FALSE
Shirt Shalwar,Front PV Printed 1.25m/Back PV Printed 1.25m/Sleeve PV Printed 0.5m/Shalwar 2.5m/,Poly Viscose,Grey,PKR 1400,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Printed 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 0.5m/Shalwar 2.5m/,Khaddar,Beige,PKR 1400,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Printed 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 0.5m/Shalwar 2.5m/,Khaddar,Green,PKR 1400,,,2Pc,TRUE
Shirt Shalwar,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Print 0.5m/Shalwar 2.5m/,Khaddar,Grey,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Print 0.5m/Shalwar 2.5m/,Khaddar,Pink,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Printed 0.5m/Shalwar 2.5m/,Khaddar,Brown,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Print 0.5m/Shalwar 2.5m/,Khaddar,Blue,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front Khaddar Printed 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Print Embroidered 0.5m/Shalwar 2.5m/Embroidered Patti/,Khaddar,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeve Khaddar Printed 0.5m/Printed Khaddar Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Yellow,PKR 2000,,,3Pc,FALSE
Shirt Shalwar,Front & Back Cambric Printed 2.5m/Sleeve Cambric Printed 0.75m/Shalwar 2.5m/,Cambric,Blue,PKR 1400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Medium Silk Printed Shirt 3.0m/Tissue Silk Dupatta 2.5m/Cotton Satin Shalwar 2.5m/,Medium Silk,Pink,PKR 9576,,,3Pc,FALSE
Shirt Shalwar Dupatta,Medium Silk Printed Shirt 3.0m/Tissue Silk Dupatta 2.5m/Cotton Satin Shalwar 2.5m/,Medium Silk,Purple,PKR 9576,,,3Pc,FALSE
Shirt Shalwar Dupatta,Medium Silk Printed Shirt 3.0m/Tissue Silk Dupatta 2.5m/Cotton Satin Shalwar 2.5m/,Medium Silk,Beige,PKR 9576,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Light Khaddar Printed 2.5m/Sleeve Light Khaddar Print Embroidered 1.0m/Printed Light Khaddar Dupatta 2.5m/Shalwar 2.5m/,Light Khaddar,Beige,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Light Khaddar Print Embroidered 2.5m/Sleeve Light Khaddar Printed 0.5m/Printed Light Khaddar Dupatta 2.5m/Shalwar 2.5m/,Light Khaddar,Grey,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeve Khaddar Printed 0.5m/Khaddar Printed Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Blue,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Green,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Light Khaddar Printed 2.5m/Sleeve Light Khaddar Print Embroidered 1.0m/Printed Light Khaddar Dupatta 2.5m/Shalwar 2.5m/,Light Khaddar,Pink,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Light Khaddar Printed Shirt 3.0m/Printed Light Khaddar Dupatta 2.5m/Shalwar 2.5m/,Light Khaddar,Green,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front Light Khaddar Print Embroidered 1.25m/Back & Sleeve Light Khaddar Printed 2.0m/Printed Light Khaddar Dupatta 2.5m/Shalwar 2.5m/,Light Khaddar,Blue,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Orange,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Blue,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Jacquard Shirt 3.0m/Jacquard Dupatta 2.5m/Shalwar 2.5m/,Jacquard,Orange,PKR 3800,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 1.0m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Pink,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Cambric Printed Shirt 3.0m/Shalwar 2.5m/Embroidered Kora Patti/,Cambric,Orange,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Printed 2.5m/Sleeve Cambric Printed 0.5m/Printed Dupatta 2.5m/Shalwar 2.5m/Embroidered Patti/,Cambric,Purple,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Blue,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeves Khaddar Printed 0.75m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Grey,PKR 4000,,,3Pc,FALSE
Shirt Shalwar Dupatta,Cambric Printed Shirt 3.0m/Printed Dupatta 2.5m/Shalwar 2.5m/Embroidered Patti/,Cambric,Pink,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Digital Printed Khaddar Embroidered Front 1.25m/Digital Printed Khaddar Back 1.25m/Digital Printed Khaddar Sleeve 0.5m/Cotton Square Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Grey,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeves Khaddar Printed Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Green,PKR 4000,,,3Pc,FALSE
Shirt Shalwar Dupatta,Cambric Printed Shirt 3.0m/Printed Dupatta 2.5m/Shalwar 2.5m/Embroidered Patti/,Cambric,Blue,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeves Khaddar Printed 0.75m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Yellow,PKR 4000,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 1.0m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Yellow,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeves Khaddar Printed 0.75m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Pink,PKR 4000,,,3Pc,FALSE
Shirt Shalwar,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Print Embroidered 0.5m/Shalwar 2.5m/,Khaddar,Blue,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Yellow,PKR 7500,,,3Pc,FALSE
Shirt Dupatta,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 0.75m/Printed Dupatta 2.5m/,Cambric,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Cross Hatch Embroidered Shirt 2.5m/Shalwar 2.5m/,Cross Hatch,Green,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Pink,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Print Embroidered 0.75m/Shalwar 2.5m/,Cambric,Red,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Cambric Shirt 3.25m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Grey,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 1.0m/Shalwar 2.5m/,Cambric,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 1.0m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Blue,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Red,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Cambric Printed Shirt 3.0m/Shalwar 2.5m/Embroidered Kora Patti/,Cambric,Blue,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Printed 2.5m/Sleeve Cambric Printed 0.5m/Printed Dupatta 2.5m/Shalwar 2.5m/Embroidered Patti/,Cambric,Blue,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Digital Printed Khaddar Embroidered Front 1.25m/Digital Printed Khaddar Back 1.25m/Digital Printed Khaddar Sleeve 0.5m/Cotton Square Dupatta 2.5m/Shalwar 2.5m/,Khaddar,Green,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Printed 2.5m/Sleeves Khaddar Print Embroidered 1.0m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Yellow,PKR 4000,,,3Pc,FALSE
Shirt Shalwar Dupatta,Cambric Printed Shirt 3.0m/Printed Dupatta 2.5m/Shalwar 2.5m/Embroidered Patti/,Cambric,Beige,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeves Khaddar Printed 0.75m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Red,PKR 4000,,,3Pc,FALSE
Shirt Shalwar Dupatta,Cambric Printed Shirt 3.0m/Printed Dupatta 2.5m/Shalwar 2.5m/Embroidered Patti/,Cambric,Beige,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Khaddar Print Embroidered 2.5m/Sleeves Khaddar Printed 0.75m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Khaddar,Brown,PKR 4000,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 1.0m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Green,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Orange,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front Khaddar Print Embroidered 1.25m/Back Khaddar Printed 1.25m/Sleeve Khaddar Print Embroidered 0.5m/Shalwar 2.5m/,Khaddar,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Brown,PKR 7500,,,3Pc,FALSE
Shirt Shalwar,Front & Back Cambric Printed 2.5m/Sleeve Cambric Print Embroidered 0.75m/Shalwar 2.5m/,Cambric,Yellow,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Shawl,Embroidered Khaddar Shirt 3.25m/Printed Shawl 2.5m/Shalwar 2.5m/,Khaddar,Grey,PKR 7500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Cambric Shirt 3.25m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Pink,PKR 2900,,,3Pc,FALSE
Shirt Shalwar,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 1.0m/Shalwar 2.5m/,Cambric,Yellow,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Printed 2.5m/Sleeve Cambric Print Embroidered 0.5m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Orange,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Cambric Print Shirt 3.25m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Beige,PKR 2900,,,3Pc,FALSE
Shirt Shalwar,Embroidered Cambric Print Shirt 3.0m/Shalwar 2.5m/,Cambric,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 0.75m/Shalwar 2.5m/,Cambric,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Cross Hatch Embroidered Shirt 3.25m/Shalwar 2.5m/,Cross Hatch,Beige,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 0.5m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Pink,PKR 2900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Cambric Printed 2.5m/Sleeve Cambric Print Embroidered 0.5m/Printed Dupatta 2.5m/Shalwar 2.5m/,Cambric,Green,PKR 2900,,,3Pc,FALSE
Shirt Shalwar,Embroidered Cambric Print Shirt 3.0m/Shalwar 2.5m/,Cambric,Purple,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front & Back Cambric Print Embroidered 2m/Back Cambric Printed 1.25m/Shalwar 2.5m/,Cambric,Blue,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Front & Back Cambric Print Embroidered 2.5m/Sleeve Cambric Printed 0.75m/Shalwar 2.5m/,Cambric,Blue,PKR 2200,,,2Pc,FALSE
Shirt Shalwar,Embroidered Lawn Print Shirt length 3.25m/Shalwar length 2.5m/,Lawn,Grey,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print 1.25m/Back & Sleeve Lawn Embroidered 2.0m/Lawn Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Grey,PKR 2474,PKR 3534,30%,3Pc,FALSE
