Name,Description,Material,Color,Current Price,Old Price,Discount,Piece,Best-seller
Shirt Dupatta,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 0.75m/Lawn Printed Dupatta 2.5m/,Lawn,Beige,PKR 1995,PKR 2850,30%,2Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered length 2.5m/Sleeve Lawn Printed length 0.75m/Shalwar length 2.5m/,Lawn,Beige,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Lawn Print Shirt length 3.25m/Lawn Printed Dupatta length 2.5m/Shalwar length 2.5m/,Lawn,Grey,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered length 2.5m/Sleeve Lawn Printed length 0.75m/Shalwar length 2.5m/,Lawn,Black,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Grey,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed length 1.25m/Back Lawn Printed length 1.25m/Sleeve Lawn Printed length 0.5m/Chiffon Printed Dupatta length 2.5m/Embroidered Shalwar length 2.5m/Embroidered Organza Patti/,Lawn,Beige,PKR 3352,PKR 4788,30%,3Pc,FALSE
Shirt Dupatta,Front Cambric Printed length 1.25m/Back & Sleeve Cambric Print Embroidered length 2.0m/Printed Dupatta length 2.5m/,Cambric,Brown,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed length 1.25m/Back Lawn Printed length 1.25m/Sleeve Lawn Print Embroidered length 0.5m/Chiffon Printed Dupatta length 2.5m/Embroidered Shalwar length 2.5m/,Lawn,Black,PKR 3352,PKR 4788,30%,3Pc,FALSE
Shirt Shalwar,Embroidered Lawn Print Shirt length 3.25m/Shalwar length 2.5m/,Lawn,Green,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Dupatta,Front Cambric Printed length 1.25m/Back & Sleeve Cambric Print Embroidered length 2.0m/Printed Dupatta length 2.5m/,Cambric,Yellow,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed length 1.25m/Back Lawn Printed length 1.25m/Sleeve Lawn Printed length 0.5m/Chiffon Printed Dupatta length 2.5m/Embroidered Shalwar length 2.5m/Embroidered Organza Patti/,Lawn,Blue,PKR 3352,PKR 4788,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed length 1.25m/Back Lawn Printed length 1.25m/Sleeve Lawn Print Embroidered length 0.5m/Chiffon Printed Dupatta length 2.5m/Embroidered Shalwar length 2.5m/,Lawn,Grey,PKR 3352,PKR 4788,30%,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered length 2.5m/Sleeve Lawn Printed length 0.75m/Shalwar length 2.5m/,Lawn,Blue,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar,Embroidered Lawn Print Shirt length 3.25m/Shalwar length 2.5m/,Lawn,Brown,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Dupatta,Front Cambric Printed length 1.25m/Back & Sleeve Cambric Print Embroidered length 2.0m/Printed Dupatta length 2.5m/,Cambric,Green,PKR 2200,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed length 1.25m/Back Lawn Printed length 1.25m/Sleeve Lawn Print Embroidered length 0.5m/Chiffon Printed Dupatta length 2.5m/Embroidered Shalwar length 2.5m/,Lawn,Yellow,PKR 3352,PKR 4788,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Lawn Printed length 2.5m/Sleeve Lawn Print Embroidered length 0.75m/Lawn Printed Dupatta length 2.5m/Shalwar length 2.5m/,Lawn,Blue,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar,Embroidered Lawn Print Shirt length 3.25m/Shalwar length 2.5m/,Lawn,Green,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back & Sleeve Lawn Printed 2.0m/Lawn Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Blue,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Pink,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Green,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Purple,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Blue,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 1.0m/Lawn Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Beige,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Yellow,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Beige,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Green,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Red,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Dupatta,Front & Sleeve Lawn Print Embroidered 2.0m/Back Lawn Printed 1.25m/Lawn Printed Dupatta 2.5m/,Lawn,Purple,PKR 1995,PKR 2850,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back & Sleeve Lawn Printed 2.0m/Shalwar 2.5m/,Lawn,Blue,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back & Sleeve Lawn Printed 2.0m/Shalwar 2.5m/,Lawn,Brown,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Shalwar 2.5m/,Lawn,Green,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back & Sleeve Lawn Printed 2.0m/Shalwar 2.5m/,Lawn,Pink,PKR 1915,PKR 2736,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Brosha Shirt 3.25m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Brosha,Orange,PKR 3751,PKR 5358,30%,3Pc,FALSE
Shirt Shalwar,Front Lawn Printed 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Print Embroidered 0.5m/Cotton Square Dupatta 2.5m/Shalwar 2.5m/,Lawn,Beige,PKR 2633,PKR 3762,30%,3Pc,FALSE
Shirt Shalwar,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Printed 0.5m/Embroidered Shalwar 2.5m/,Lawn,Blue,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed length 1.25m/Back Lawn Printed length 1.25m/Sleeve Lawn Printed length 0.5m/Cotton Square Dupatta length 2.5m/Embroidered Shalwar length 2.5m/,Lawn,Black,PKR 2633,PKR 3762,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Lawn Print Shirt length 3.25m and Width: 0.96m/Lawn Printed Dupatta length 2.5mand Width: 0.96m/Shalwar length 2.5m and Width: 0.96m/,Lawn,Pink,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Lawn Printed length 2.5m and Width: 0.96m/Sleeve Lawn Print Embroidered length 1.0m and Width: 0.96m/Lawn Printed Dupatta length 2.5m and Width: 0.96m/Shalwar length 2.5m and Width: 0.96m/,Lawn,Blue,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Printed length 2.5m and Width: 0.96m/Sleeve Lawn Print Embroidered length 0.75m and Width: 0.96m/Embroidered Shalwar length 2.5m and Width: 0.96m/,Lawn,Pink,PKR 2155,PKR 3078,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Sleeve Lawn Print Embroidered 2.0m/Back Lawn Printed 1.25m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Beige,PKR 2953,PKR 4218,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Print Embroidered 0.5m/Chiffon Printed Dupatta 2.5m/Embroidered Shalwar 2.5m/,Lawn,Off-White,PKR 3352,PKR 4788,30%,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Printed 2.5m/Sleeve lawn Print Embroidered 0.75m/Chiffon Printed Dupatta 2.5m/,Lawn,Purple,PKR 2633,PKR 3762,30%,2Pc,FALSE
Shirt Dupatta,Front Lawn Printed 1.25m/Back & Sleeve Lawn Print Embroidered 2.0m/Chiffon Printed Dupatta 2.5m/,Lawn,Off-White,PKR 2633,PKR 3762,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front & Sleeve Lawn Print Embroidered 2.0m/Back Lawn Printed 1.25m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Yellow,PKR 2953,PKR 4218,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Lawn Print Shirt 3.25m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Blue,PKR 2953,PKR 4218,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Front & Back Lawn Printed 2.5m/Sleeve Lawn Printed 0.75m/Chiffon Printed Dupatta 2.5m/Shalwar 2.5m/,Lawn,Green,PKR 2633,PKR 3762,30%,3Pc,FALSE
Shirt Dupatta,Front & Back Lawn Printed 2.5m/Sleeve lawn Print Embroidered 0.75m/Chiffon Printed Dupatta 2.5m/,Lawn,Yellow,PKR 2633,PKR 3762,30%,2Pc,FALSE
Shirt Shalwar,Yarn Dyed Embroidered Shirt 3.25m/Yarn Dyed Embroidered Shirt Shalwar 2.5m/,Yarn Dyed,Green,PKR 2554,PKR 3648,30%,2Pc,FALSE
Shirt Shalwar,Lawn Printed Shirt 3.0m/Shalwar 2.5m/,Lawn,Off-White,PKR 1357,PKR 1938,30%,2Pc,FALSE
Shirt Shalwar,Front & Back Lawn Printed 2.5m/Sleeve Lawn Printed 0.75m/Shalwar 2.5m/,Lawn,Yellow,PKR 1357,PKR 1938,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Printed 1.25m/Back & Sleeve Lawn Printed 2.0m/Shalwar 2.5m/,Lawn,Red,PKR 1357,PKR 1938,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Lawn Print Shirt length 3.25m and Width: 0.96m/Lawn Printed Dupatta length 2.5m and Width: 0.96m/Shalwar length 2.5m and Width: 0.96m/,Lawn,Green,PKR 2474,PKR 3534,30%,3Pc,FALSE
Shirt Shalwar,Yarn Dyed Embroidered Shirt 3.25m/Yarn Dyed Embroidered Shirt Shalwar 2.5m/,Yarn Dyed,Purple,PKR 2554,PKR 3648,30%,2Pc,FALSE
Shirt Shalwar,Lawn Printed Shirt 3.0m/Shalwar 2.5m/,Lawn,Pink,PKR 1357,PKR 1938,30%,2Pc,FALSE
Shirt Shalwar,Lawn Printed Shirt 3.0m/Shalwar 2.5m/,Lawn,Blue,PKR 1357,PKR 1938,30%,2Pc,FALSE
Shirt Shalwar,Front Lawn Printed 1.25m/Back & Sleeve Lawn Printed 2.0m/Shalwar 2.5m/,Lawn,Yellow,PKR 1357,PKR 1938,30%,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeve Lawn Print Embroidered 0.5m/Chiffon Printed Dupatta 2.5m/Printed Shalwar 2.5m/,Lawn,Green,PKR 2953,PKR 4218,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Printed Length 1.25m and Width 0.96m/Back Lawn Printed Length 1.25m and Width 0.96m/Sleeve Lawn Print Embroidered Length 0.5m and Width 0.96m/Cotton Square Dupatta Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/Embroidered Kora Patti/,Lawn,Orange,PKR 2554,PKR 3648,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Chiffon Shirt Length 3.0m and Width 0.96m/Printed Chiffon Dupatta Length 2.5m and Width 0.96m/Dyed Inner Fabric Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/,Chiffon,Yellow,PKR 9576,PKR 13680,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Chiffon Shirt Length 3.0m and Width 0.96m/Printed Chiffon Dupatta Length 2.5m and Width 0.96m/Dyed Inner Fabric Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/,Chiffon,Grey,PKR 9576,PKR 13680,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Chiffon Shirt Length 3.0m and Width 0.96m/Printed Chiffon Dupatta Length 2.5m and Width 0.96m/Dyed Inner Fabric Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/Embroidered Organza Gala/,Chiffon,Blue,PKR 9576,PKR 13680,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Chiffon Shirt Length 3.0m and Width 0.96m/Digital Printed Tissue Silk Dupatta Length 2.5m and Width 0.96m/Dyed Inner Fabric Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/,Chiffon,Blue,PKR 9576,PKR 13680,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Chiffon Shirt Length 3.0m and Width 0.96m/Digital Printed Tissue Silk Dupatta Length 2.5m and Width 0.96m/Dyed Inner Fabric Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/Embroidered Organza Patti/,Chiffon,Coral,PKR 9576,PKR 13680,30%,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Chiffon Shirt Length 3.0m and Width 0.96m/Printed Chiffon Dupatta Length 2.5m and Width 0.96m/Dyed Inner Fabric Length 2.5m and Width 0.96m/Shalwar Length 2.5m and Width 0.96m/Embroidered Organza Patti./,Chiffon,Lilac,PKR 9576,PKR 13680,30%,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Blue,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeves Lawn Printed 0.5m/Self Brosha Dupatta 2.5m/Shalwar 2.5m/,Lawn,Pink,PKR 4500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Oak Silk Shirt Front Panel 0.25m/Zari Embroidered Oak Silk Shirt Side Panel 1.0m Zari Embroidered Oak Silk Shirt Back 1.25m/Zari Embroidered Oak Silk Sleeves 0.75m/Zari Embroidered Oak Silk Border 1.0m Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/,Oak Silk,Beige,PKR 10000,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Blue,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeves Lawn Printed 0.5m/Self Brosha Dupatta 2.5m/Shalwar 2.5m/,Lawn,Red,PKR 4500,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Green,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeves Lawn Printed 0.5m/Self Brosha Dupatta 2.5m/Shalwar 2.5m/,Lawn,Purple,PKR 4500,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Beige,PKR 2400,,,2Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 0.75m/Shalwar 2.5m/,Lawn,Orange,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Raw Silk Shirt Front 1.25m/Zari Embroidered Raw Silk Shirt Back 1.25m/Zari Embroidered Raw Silk Sleeves 0.75m/Zari Embroidered Raw Silk Border 2.0m/Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/,Raw Silk,Blue,PKR 12000,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 0.5m/Shalwar 2.5m/,Lawn,Rust,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Raw Silk Shirt Front 1.25m/Zari Embroidered Raw Silk Shirt Back 1.25m/Zari Embroidered Raw Silk Sleeves 0.75m/Zari Embroidered Raw Silk Border 2.0m/Dyed Cotton Satin Pants 2.5m/Printed Pure Chiffon Dupatta 2.5m/,Raw Silk,Beige,PKR 12000,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 1.0m/Shalwar 2.5m/,Lawn,Peach,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Pure Chiffon Shirt Front 1.25m/Zari Embroidered Pure Chiffon Shirt Back 1.25m/Zari Embroidered Pure Chiffon Sleeves 0.75m/Dyed Lawn Inner 2.5m/Dyed Cotton Satin Pants 2.5m/Printed Pure Chiffon Dupatta 2.5m/,Chiffon,Blue,PKR 13001,,,3Pc,FALSE
Shirt Shalwar Dupatta,Lawn Printed Shirt 3.0m/Embroidered Chiffon Print Dupatta 2.5m/Shalwar 2.5m/Embroidered Organza Patti/,Lawn,Red,PKR 7900,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 1.0m/Shalwar 2.5m/,Lawn,Black,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Pure Chiffon Shirt Front 1.25m/Zari Embroidered Pure Chiffon Shirt Back 1.25m/Zari Embroidered Pure Chiffon Sleeves 0.75m/Zari Embroidered Organza Border 2.0m/Dyed Lawn Inner 2.5m/Dyed Cotton Satin Pants 2.5m/Printed Pure Chiffon Dupatta 2.5m/Zari Embroidered Organza Gala/,Chiffon,Pink,PKR 13001,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Lawn Print Shirt 3.0m/Embroidered Chiffon Print Dupatta 2.5m/Shalwar 2.5m/,Lawn,Yellow,PKR 7900,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Red,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Lawn Printed Shirt 3.0m/Embroidered Chiffon Print Dupatta 2.5m/Shalwar 2.5m/Embroidered Organza Patti/,Lawn,Blue,PKR 7900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Oak Silk Shirt Front 1.25m/Zari Embroidered Oak Silk Shirt Back 1.25m/Zari Embroidered Oak Silk Sleeves 0.75m/Zari Embroidered Organza Border 3.0m/Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/,Oak Silk,Black,PKR 10000,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Yellow,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeves Lawn Printed 0.5m/Self Brosha Dupatta 2.5m/Shalwar 2.5m/,Lawn,Green,PKR 4500,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Orange,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeves Lawn Printed 0.5m/Self Brosha Dupatta 2.5m/Shalwar 2.5m/,Lawn,Grey,PKR 4500,,,3Pc,FALSE
Shirt Dupatta,Embroidered Lawn Print Kameez 3.0m/Lawn Printed Dupatta 2.5m/,Lawn,Blue,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Front Lawn Print Embroidered 1.25m/Back Lawn Printed 1.25m/Sleeves Lawn Printed 0.5m/Self Brosha Dupatta 2.5m/Shalwar 2.5m/,Lawn,Blue,PKR 4500,,,3Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Raw Silk Shirt Front 1.25m/Zari Embroidered Raw Silk Shirt Back 1.25m/Zari Embroidered Raw Silk Sleeves 0.75m/Zari Embroidered Organza Border 2.0m/Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/Zari Embroidered Organza Gala /,Raw Silk,Black,PKR 12000,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 0.75m/Shalwar 2.5m/,Lawn,Yellow,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Raw Silk Shirt Front 1.25m/Zari Embroidered Raw Silk Shirt Back 1.25m/Zari Embroidered Raw Silk Sleeves 0.75m/Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/,Raw Silk,Pink,PKR 12000,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 0.5m/Shalwar 2.5m/,Lawn,Blue,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Pure Chiffon Shirt Front 1.25m/Zari Embroidered Pure Chiffon Shirt Back 1.25m/Zari Embroidered Pure Chiffon Sleeves 0.75m/Dyed Lawn Inner 2.5m/Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/,Chiffon,Black,PKR 13001,,,3Pc,FALSE
Shirt Shalwar Dupatta,Lawn Printed Shirt 3.0m/Embroidered Chiffon Print Dupatta 2.5m/Shalwar 2.5m/Embroidered Organza Patti/,Lawn,Blue,PKR 7900,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 1.0m/Shalwar 2.5m/,Lawn,Grey,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Pure Chiffon Shirt Front 1.25m/Zari Embroidered Pure Chiffon Shirt Back 1.25m/Zari Embroidered Pure Chiffon Sleeves 0.75m/Zari Embroidered Organza Border 2.0m/Dyed Lawn Inner 2.5m/Dyed Cotton Satin Pants 2.5m/Printed Pure Chiffon Dupatta 2.5m/Zari Embroidered Organza Gala/,Chiffon,Beige,PKR 13001,,,3Pc,FALSE
Shirt Shalwar Dupatta,Embroidered Lawn Print Shirt 3.0m/Embroidered Chiffon Print Dupatta 2.5m/Shalwar 2.5m/,Lawn,White,PKR 7900,,,3Pc,FALSE
Shirt Shalwar,Front & Back Lawn Print Embroidered 2.5m/Sleeve Lawn Printed 1.0m/Shalwar 2.5m/,Lawn,Blue,PKR 2400,,,2Pc,FALSE
Shirt Shalwar Dupatta,Lawn Printed Shirt 3.0m/Embroidered Chiffon Print Dupatta 2.5m/Shalwar 2.5m/Embroidered Organza Patti/,Lawn,Purple,PKR 7900,,,3Pc,FALSE
Shirt Shalwar Dupatta,Zari Embroidered Oak Silk Shirt Front 1.25m/Zari Embroidered Oak Silk Shirt Back 1.25m/Zari Embroidered Oak Silk Sleeves 0.75m/Dyed Cotton Satin Pants 2.5m/Printed Tissue Silk Dupatta 2.5m/,Oak Silk,Green,PKR 10000,,,3Pc,FALSE